Title,Company,Location,Post_Date,URL,Current Status,Source,Description
"Cyber Journalist,Writer",WSVN 7News,"Miami, FL",2018-11-12 17:37:00,https://www.indeed.com/viewjob?jk=c0729b0a87f50071,NaN,indeed,Part-timePerson will assist the Cyber-Journalist Producer in writing and entering data in the WSVN-TV website to make sure it has the latest breaking news posted. Candidate must have excellent writing & grammar skills and be proficient in Windows 7. Applicant should also have strong knowledge in Internet sites and web researching skills.
Senior Data Scientist - Machine Learning Engineer,IBM,United States,2018-11-11 17:39:58,https://www.indeed.com/viewjob?jk=cefa79152283d7bb,NaN,indeed,"Job Description
We are in a data science renaissance.

Companies that embrace data science will lead and those who do not will fall behind.

To help IBM's clients lead, we are building an elite team of data science practitioners to help them learn how to succeed with data science. The team will include data engineers, machine learning engineers, operations research / optimization engineers and data journalists.

The team will engage directly in solving real-world data science problems in a wide array of industries around the globe with IBM clients and internally to IBM. The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing, oil & gas and automotive industries, to name a few. We will teach the data scientists and sometimes people who desire to be data scientist to:

Key Responsibilities:

1. Identify a use case
2. Break that use case down into discrete MVPs (minimal viable product)
3. Work in code notebooks
4. Build & validate models
5. Deploy models via APIs into applications or workflows
6. Monitor & retrain models
7. Use code repositories to version and share code/notebooks
8. Visualize the output of their data story in a way that is consumable by all
9. Create Machine Learning pipelines and train models.
10. Communicate effectively with line-of-business end-users to discover pain points and use cases, lead project definitions, and convey the
business value of the project
11. Guide and mentor clients to become self-sufficient data science practitioners
12. Guide and mentor clients to become self-sufficient data science practitioners

Preferred Work Locations: Austin, RTP, NC New York and San Francisco


While working across all these industries, you will also get to travel the World as these engagements will require that the team spend several weeks at client sites working on data science problems with a diverse team.

As a member of the team you will have a T-shaped skill set, having a broad knowledge base in Data Science and Industry Solutions in general, but also in- depth expertise in Operations Research / Decision Optimization.


Required Technical and Professional Expertise

At least 5 years experience - Computer Science, Programming skills
At least 5 years experience - Probability and Statistics
At least 4 years experience - Data Modeling and Evaluation
At least 4 years experience - Big Data and Machine Learning


Preferred Tech and Prof Experience

At least 7 years experience - programming skills in at least two of the following: Python, R, Scala or Java. preference for Python Expert
At least 5 years experience - Ability to consume and deploy data via APIs
At least 4 years experience - in applying supervised, unsupervised and semi-supervised learning techniques
At least 4 years experience – Machine Learning pipeline - data ingestion, feature engineering, modeling including ensemble methods, predicting, explaining, deploying and diagnosing over fitting
At least 5 years experience - in model selection and sampling
At least 2 years experience - deep learning and neural nets
At least 5 years experience - Business and Leadership

EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Multi Media Journalist - Spectrum News,Spectrum,"Salisbury, NC",2018-11-11 17:38:18,https://www.indeed.com/viewjob?jk=43bfbc0ec43dd37e,NaN,indeed,"Spectrum Networks is looking for enthusiastic, talented and driven individuals to join the best and brightest in gathering, producing and delivering stories that make a difference within a 24-hour breaking news environment! Our commitment is to engage viewers with relevant, timely news that's important to the local communities we serve.

Who we are: Spectrum Networks is a series of 27 hyper-local news and 9 regional sports networks owned and operated by Charter Communications, Inc. Spectrum Networks seeks to provide the most essential local news and information, cultivating relevant and thoughtful conversations that foster informed and engaged communities.

The Environment: Spectrum News is a 24-hour breaking news network which requires employees who are flexible and available to work various shift, including early morning, late evenings, weekends and holidays. The network is focused on the morning news, which means early mornings, but it also means primarily being off about noon

Being one our team means … You’re ready to inspire and be inspired! You’re passionate, creative and highly technical, driven to flourish in a competitive, fast-paced environment. You're fiercely accurate, with a desire to leverage your knowledge, skills and abilities to share news stories to viewers our local communities. You're nimble, having the ability to pivot in an ever-changing workflow. You are a team player with a positive attitude and strong interpersonal skills. You have the ability to multi-task, meet tight deadlines and remain calm under pressure.

JOB SUMMARY
Research, develop, write, edit, shoot and deliver live presentation of news stories on deadline. Contribute to special features and stories. Participate in coordinating coverage of major stories, breaking news and specials.

MAJOR DUTIES AND RESPONSIBILITIES
Create original news stories; gather information for news stories using beat sources, contacts and leads
Build contacts and sources within the assigned community
Report within assigned deadlines
Deliver news reports, including live reports, demonstrating energy, confidence, professional appearance and voice quality
Write, shoot and edit own news stories for an assigned newscast or news series
Combine video, audio and graphics to tell the story effectively
Work with a photographer on occasion
Work with assignment desk editors and production staff and independently in the newsgathering process
Manage general upkeep of assigned company equipment
Responsible for representing channel in a professional manner
Establish a community presence outside of the newscasts
Perform other duties as assigned

REQUIRED QUALIFICATIONS
Skills/Abilities and Knowledge
Ability to read, write, speak and understand English
Must have sufficiently strong story development skills to submit original story ideas on a daily basis
Live shot experience required
Must be able to develop sources, work a beat, and break stories
Must have strong on-camera skills
Must have ability to organize and manage multiple priorities and work under time pressure deadline
Excellent interpersonal, verbal and written communication skills
Ability to clearly communicate solutions
Ability to relate well with diverse populations and age groups
Ability to interface with internal company personnel
Ability to handle breaking news on-air
Requires adaptability, enthusiasm, initiative and a positive approach to problem solving
Must obtain and maintain a valid driver’s license for authorized driving in the State of residence

Education
Bachelor’s degree in Journalism or related field or comparable television work experience preferred

Related Work Experience
3 Years Television news reporting experience


WORKING CONDITIONS
Works inside in a climate controlled environment and outside throughout the year and may be subjected to various weather conditions that could include extreme heat or cold conditions
Must be able to work under time pressure deadlines and willing and able to work different shifts or longer shifts due to ""breaking news"" and severe weather emergencies. Willing and able to work weekends and holidays
Lifting and carrying up to 70 pounds

Our Culture: Every employee is an influencer and culture keeper. We expect respectful communication (despite pressure), openness to feedback, an eagerness to learn, and an overall positive attitude! Roles may require the following:
Sitting and/or standing for extended periods of time
Overtime may be required to meet deadlines
Varying schedule due to, breaking news and/or daily news coverage requirements
Dexterity of hands, fingers to operate computer keyboard, mouse, and to handle other compute components
Provide 24x7, 365 days per year, on-call support. May entail phone or physical presence at the facility for equipment failure or other disasters. This includes, but is not limited to equipment and power failures, loss of contracted services, storms or severe weather, and loss of staff members
Participate in an established on-call rotation
Ability to lift and carry up to 50 pounds at varying distances
Local travel in company car and may require additional trips"
Broadcast Journalist,Air Force Reserve,United States,2018-11-11 17:37:36,https://www.indeed.com/viewjob?jk=59e2c4f6b31ba259,NaN,indeed,"Broadcast Journalist personnel record, document and produce Air Force Reserve related radio and television material for commercial and armed forces networks. These members have to be multi-talented as they also write and edit copy, and serve as on-camera performers and announcers on news, sports and other programs.

Position: Enlisted

AFSC: 3N0X2

Specific Tasks:

Prepare informational materials for use on commercial media and Armed Forces Radio and Television (AFRT)
Produce radio and television scripts, narrations, spot announcements and news/sports broadcasts
Maintains liaison with civilian media
Review all copy and materials for host country sensitivities before airing
Maintain archive library and ensure appropriate accessioning of media
Perform as talent in AFRT programs, including as disc jockey, newscaster and announcer
Requirements:
Absence of any speech impediment
Ability to read aloud and speak distinctly
Favorable evaluation of a voice audition
Qualification to operate government motor vehicles
Normal color vision
ASVAB score of 72 on General
Demonstrated weight lift of 60 pounds
Eligibility for a Secret security clearance
Training:

Candidates without prior military experience are required to attend 8 ½ weeks of Basic Military Training (BMT) at JB San Antonio-Lackland, TX ,followed by Technical Training
Technical Training - 77 days at Ft Meade, MD
College credit earned: Public Affairs - 24 credits
Related Civilian Occupation:

Radio and Television Announcers
Broadcast and Sound Engineering Technicians"
Community Journalist,Media Networks,"New York, NY",2018-11-11 17:37:00,https://www.indeed.com/viewjob?jk=9a9a303fba57d6ef,NaN,indeed,"Desired: Adobe PremiereWABC-TV, the Disney-ABC Owned station in New York, NY, is looking for innovative multi-platform journalists who are ready to start or advance their careers by becoming part of a new effort to shape the future of video storytelling and make a positive difference in the communities we serve by creating great local content.

We want self-sufficient storytellers who can create memorable content for our digital, social media and broadcast platforms. You must be able to take a story from concept to completion every day. Successful candidates will join a corps of community journalists who will report hyper-local stories from neighborhoods where they live. We regard this as an entry-level position and we will mentor you to prepare for future career opportunities. You should be as comfortable in front of the camera as you are behind it and truly love the art of telling a good story.

You will be expected to produce various styles for various platforms. You must be able to research, set-up, shoot, edit, and write content on a daily basis. Experience with Adobe Premiere and/or Dalet One-Cut is a plus.

We want respected, knowledgeable, and ethical station representatives. You must be willing to be assigned to live in a specific community in order to cultivate contacts and root-out great, exclusive, unique local stories and you must be willing to work any day, any shift.

Candidates should submit work showing cool, creative & innovative uses of video, images, graphics, writing, shooting and editing.

Candidates should submit work showing cool, creative & innovative uses of video, images, graphics, writing, shooting and editing.
You will be expected to produce various styles for various platforms. You must be able to research, set-up, shoot, edit, and write content on a daily basis. Experience with Adobe Premiere and/or Dalet One-Cut is a plus.

We want respected, knowledgeable, and ethical station representatives. You must be willing to be assigned to live in a specific community in order to cultivate contacts and root-out great, exclusive, unique local stories and you must be willing to work any day, any shift.

We want self-sufficient storytellers who can create memorable content for our digital, social media and broadcast platforms. You must be able to take a story from concept to completion every day. Successful candidates will join a corps of community journalists who will report hyper-local stories from neighborhoods where they live. We regard this as an entry-level position and we will mentor you to prepare for future career opportunities. You should be as comfortable in front of the camera as you are behind it and truly love the art of telling a good story.

Candidates should submit work showing cool, creative & innovative uses of video, images, graphics, writing, shooting and editing.
605880"
Editorial Director,Mass Mutual,"New York, NY 10261 (Murray Hill area)",2018-11-10 17:38:31,https://www.indeed.com/viewjob?jk=e71d70f566004b69,NaN,indeed,"Since 1851, MassMutual’s commitment has always been to help people protect their families, support their communities, and help one another. This is why we want to inspire people to Live Mutual. We’re people helping people.

A career with us means you will work alongside exceptional people and be empowered to reach your professional and personal goals. Our employees are the foundation of what makes MassMutual a strong, stable and ethical business. We seek and value unique and varied perspectives and experiences because we believe we are stronger when all voices are heard. We invite you to bring your bright, innovative ideas to MassMutual as we continue to help millions of Americans rely on each other.

Together, we’re stronger.

Description

Haven Life is an insuretech innovator, backed and wholly owned by MassMutual, that offers a simple online experience for buying high-quality and affordable term life insurance coverage.

We combine the culture of a startup with the stability and backing of a Fortune 500 company to create an environment that's truly unique.

Our diverse team is comprised of smart, collaborative people who think big, execute quickly and don't take themselves too seriously. We're located in New York's Flatiron District and in case you're wondering, yes, we provide free snacks. Cold brew too.

If you're creative, professional and kind, we'd love to hear from you.

What’s in it for you:
Project ownership
Small collaborative team
Big impact on a huge industry
Startup culture
Big company financial stability
Great benefits, including medical, dental, vision, 401k, commuter reimbursement

Summary
As an editorial director, you will lead and grow our content program. We are passionate about financial literacy, and our content program is one of the key ways we deliver on our mission to make life less hard on a daily basis. In this role, you will be responsible for the ideation, management, execution and evaluation of our content channels. We are seeking someone who is creative, a storyteller and who can demonstrate their skills as a phenomenal writer and editor.
Your responsibilities
Shape, refine, execute and evaluate our ongoing editorial strategy to increase audience and drive user engagement and acquisition
Use data and user research to identify new opportunities for Haven Life’s content channels including editorial gaps, tools, content partnerships, syndication opportunities and more.
Collaborate with, manage and grow our network of content contributors
Work with marketing team to help drive SEO, email, affiliate and social strategies forward
Support marketing team with expansion into new content channels
Quality assure content from ideation, through compliance and stakeholder approval, to publishing
About you
5+ years of experience as a journalist and editor
Excellent project management skills, attention to detail, ability to multi-task, deadline oriented
Team player and an excellent collaborator
Approach editorial calendars with creativity and curiosity
A knack for compelling, unique storytelling
A passion for financial literacy and making this topic more approachable for all
A large network of relevant writers, editors and experts
Solid understanding of SEO best practices as they relate to content creation
Familiarity with Wordpress
Familiarity with customer funnels and how to measure a successful content program
Experience using Google Analytics to measure content performance
Experience writing and editing personal finance content a plus
Experience working with legal and compliance approval processes a plus
BA/BS preferred
Able to work in the US without sponsorship now and in the future

BENEFITS
We have a stellar team of co-workers, a really cool office, and lots of fun activities. Oh yeah, and we pay competitive base salaries and we reward performance. Our salary structure is commensurate with experience. In addition, you will be eligible to participate in our comprehensive benefits program including medical insurance and 401(K).

Ranked No. 93 in the annual FORTUNE ® 500 Ranking (FORTUNE ® Magazine, June 2018) and recognized as a World’s Most Ethical Company by Ethisphere, MassMutual is guided by a single purpose: We help people secure their future and protect the ones they love. As a company owned by our policyowners, we are defined by mutuality and our vision to put customers first. It’s more than our company structure – it’s our way of life. We are a company of people protecting people. Our company exists because people are willing to share risk and resources, and rely on each other when it counts. At MassMutual, we Live Mutual.

CORE VALUES

Focus on the Customer: We understand our customers well and look for every opportunity to deliver an experience that is clear, easy, personal, human, empowering and trustworthy.

Act with Integrity: We deliver on our promises by being open, honest and humble and by adhering to the letter and spirit of applicable laws, rules, regulations and company policies.

Value People: We respect and learn from each other’s diverse backgrounds, experiences and ideas. We engage and develop people to their greatest potential.

Work Collaboratively: We work together to achieve results by actively listening, seeking, understanding and creating solutions as a unified team driving toward one company, one culture, one brand.

Achieve Results: We focus on winning by exceeding expectations and getting better – everyone, every day.

For more information, visit www.massmutual.com or find us on Facebook, Twitter, LinkedIn, YouTube, Google+, Instagram and Pinterest.

MassMutual is an Equal Employment Opportunity employer Minority/Female/Sexual Orientation/Gender Identity/Individual with Disability/Protected Veteran. We welcome all persons to apply. Note: Veterans are welcome to apply, regardless of their discharge status."
Data PR Communications Specialist,Zillow Group,"Seattle, WA 98101 (Downtown area)",2018-11-10 17:38:26,https://www.indeed.com/viewjob?jk=6aec7850bfad8de2,NaN,indeed,"Desired: Public RelationsAP StyleAbout the team
Zillow Group Communications is a service-oriented team of skilled communications professionals and fun people who enjoy working in a collegial environment within an innovative, fast-paced tech and media company. The team is comprised of a mix of PR and Communications pros who are working together to grow Zillow Group’s brand awareness through both proactive and reactive media relations. Real estate data is the cornerstone of Zillow’s PR efforts.
About the role
Zillow is expanding its award-winning communications team and looking for a public relations specialist. This is a unique opportunity to be part of the team that pioneered the use of data science to build the brand of the country’s leading real estate website.

This position will specialize in data and research PR, working on a team that releases regular data reports and surveys and shares Zillow’s expertise, insights and research with journalists.
We’re looking for someone who is comfortable with data, has a solid understanding of economics and can find a compelling, meaningful story within a spreadsheet.

Responsibilities:
Develop, drive and produce a steady stream of real estate economic reports.
Leverage journalistic news sense write and edit press releases, blog posts, and talking points for company spokespeople from Zillow’s real estate database and housing research efforts.
Build and maintain relationships with reporters across the country, occasionally traveling with economists for media interviews and meetings.
Work with an amazing team of public relations specialists and coordinators.
Coach spokespeople on interview techniques, and prepare them for interviews and meetings with journalists.
Develop strategies and story angles to make Zillow’s research accessible and relevant, and find opportunities for Zillow’s experts to be thought-leaders on housing and related economic issues.
Who you are
3-5 years of strategic public relations or communications experience, with experience working as a journalist or directly with journalists.
A goal-oriented critical thinker with strong media-relations skills.
A curious, natural storyteller with an interest in economic trends and experience using data to find and tell relevant, accessible and compelling stories.
A strong writer and communicator with editing experience and fluent knowledge of AP Style.
Ability to move very quickly, juggle multiple urgent priorities and work on a tight deadline.
A good listener with experience managing or mentoring people.
Excellent interpersonal and relationship skills.
Bachelor’s degree in a relevant field.
Get to know us
Zillow Group houses a portfolio of the largest and most vibrant real estate and home-related brands on the web and mobile. Our mission is to build the largest, most trusted and vibrant home-related marketplace in the world.
Zillow Group is owned, fueled and grown by innovators who help people make better, smarter decisions around all things home. We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every day.

Zillow Group is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know."
News Director,TEGNA,"Corpus Christi, TX",2018-11-10 17:38:26,https://www.indeed.com/viewjob?jk=9cb00c3f58cbce80,NaN,indeed,"JOB DESCRIPTION
KIII, the number one news station in South Texas, is searching for an experienced, motivated journalist to lead the news team in developing multi-platform content that sets the standard for local coverage of our community. South Texas communities count on 3 News as their number one source for news, and we want to serve our audience even better by thinking big, being bold and delivering content that helps them better navigate their world successfully. The News Director will lead the news team to make certain we uphold that trusted brand in all of our coverage and exemplifying the 3 News commitment to all of our communities.
We are also a place where many talented journalists start their career, so the News Director must be a leader with a keen eye for talent, combined with strong motivational, coaching and development skills, and the ability to maintain a positive culture where creativity thrives. The successful candidate must have solid journalistic judgment, a news philosophy that emphasizes accuracy, and decision making ability based upon a mixture of analysis, experience, and judgment. Position reports to the President/General Manager.
Responsibilities
Strategically lead and manage News Department.
Oversee all on-air news content and digital news content.
Work closely with the news team to produce high quality, relevant, local content that sets the station apart from competitors as a way to grow audience.
Collaborate daily with the team on content for web site, social media, mobile, and apps.
Foster an environment of creativity, innovation, teamwork and high ethical standards.
Lead a culture that owns breaking news and weather coverage on all of our multimedia platforms, and inspire and coach superior storytelling.
Must be a strategic thinker, strong communicator, teacher, collaborator, community-minded, with hands on journalism experience and a driving passion to serve audiences and win in the digital world.
Interact daily with all department heads in a mutual effort to achieve station goals and to extend the 3 News brand.
#LI-VT1
JOB REQUIREMENTS
Requirements
Bachelor’s degree in Broadcast Journalism preferred with a proven track record of news leadership experience.
Demonstrated successful innovative leadership, communication, and both staff and product development skills.
Prior experience as a television station News Director, Assistant News Director or Executive Producer required.
Solid journalistic judgment and a news philosophy that emphasizes accurate, fair and unique local content, along with community engagement.
Leading understanding of social media and digital platforms.
Strong ethical standards and integrity are a must.
Exceptional organizational skills suited for a fast paced environment.

About TEGNA
TEGNA Inc. (NYSE: TGNA) is an innovative media company that serves the greater good of our communities. With 47 television stations and two radio stations in 39 markets, TEGNA delivers relevant content and information to consumers across platforms. It is the largest owner of top 4 affiliates in the top 25 markets, reaching approximately one-third of all television households nationwide. Each month, TEGNA reaches 50 million adults on-air and approximately 35 million across its digital platforms. TEGNA has been consistently honored with the industry’s top awards, including Edward R. Murrow, George Polk, Alfred I. DuPont and Emmy Awards. TEGNA delivers results for advertisers through unparalleled and innovative solutions including OTT local advertising network Premion, centralized marketing resource Hatch, and G/O Digital, a one-stop shop for local businesses to connect with consumers through digital marketing. Across platforms, TEGNA tells empowering stories, conducts impactful investigations and delivers innovative marketing solutions. For more information, visit www.TEGNA.com.
TEGNA Inc. is a proud equal opportunity employer. We are a drug free, EEO employer committed to a diverse workforce. We encourage and consider all qualified candidates regardless of race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, enrollment in college or vocational school, political affiliation, veteran status or genetic information."
Head of Data Solutions,Dow Jones,"New York, NY 10176 (Murray Hill area)",2018-11-10 17:38:13,https://www.indeed.com/viewjob?jk=f244217057acebc8,NaN,indeed,"Job Description:
The Wall Street Journal seeks an editor who will be responsible for planning and leading the newsroom’s audience data strategy, practices and data engineering as the newsroom increases its focus on its audience and what’s known about them.
This editor will employ superb data science, news judgment and knowledge of audience data in their decisions. The successful candidate will demonstrate sophisticated understanding of data analysis, science and data engineering practices, and have strong experience in overseeing data practices in content companies. A working knowledge of audience behavior around common journalism types, like breaking news and enterprise journalism, would be helpful, as would experience in newsroom tools such as data dashboards. Experience with product testing, including A/B testing, as well as a strong background in what has worked well for content reach in newsrooms would also be helpful.
The successful candidate will be adept at reviewing our current practices and recommending changes, helping to implement changes and then working with our bureau chiefs, coverage chiefs and news hubs to spread new practices. This editor will manage a team that includes data science, engineering and analyst specialists. This is a function tied to the newsroom’s top-level strategy, working in collaboration with the Audience group, the WSJ Lab and the broader newsroom.
A passion for helping journalists connect better with their audiences is essential.
Skills:
Excellent news judgment and strong editing skills.
Experience applying computational methods to journalism.
Experience creating newsroom tools.
Experience with recommendation engines and product testing.
Knowledge of R and Python (Pandas and Scikit-Learn). Experience with machine learning and natural language processing using open source libraries including TensorFlow, Scikit Learn, SpaCy and NLTK is preferred.
Familiarity with natural language generation and template writing.
Respected newsroom leader who inspires other journalists to produce their best work.
Deep understanding of digital media and digital journalism.
Excellent interpersonal and communication skills, as well as workshop facilitation experience.
Solid managerial skills and comfort talking with highly technical engineers and data scientists as well as other newsroom contingencies that are less data-focused.
Excitement to understand the Journal’s core digital audience and its needs and expectations.
Experience leading research into new audiences and interest in helping the Journal with its growth strategy.
Collaborative spirit.
Familiarity with the Journal’s brand, content offering and various digital/print platforms.
Upholds The Wall Street Journal’s high standards and ethics.
General awareness of how our newsroom works and others’ roles and responsibilities.
The Head of Data Solutions will report to The Wall Street Journal’s Editor of Newsroom Strategy.
LI-JA1-WSJ
Dow Jones , Making Careers Newsworthy
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. EEO/AA/M/F/Disabled/Vets .
Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, please reach out to us at TalentResourceTeam@dowjones.com . Please put “Reasonable Accommodation"" in the subject line.
Business Area: NEWS/WSJ
Job Category: News/Editorial Group
About Us
The Wall Street Journal is a global news organization that provides leading news, information, commentary and analysis. The Wall Street Journal engages readers across print, digital, mobile, social, and video. Building on its heritage as the preeminent source of global business and financial news, the Journal includes coverage of U.S. and world news, politics, arts, culture, lifestyle, sports, and health. It holds 36 Pulitzer Prizes for outstanding journalism. The Wall Street Journal is published by Dow Jones, a division of News Corp (NASDAQ: NWS, NWSA; ASX: NWS, NWSLV).
If you require assistance in completing the online application, please contact the Talent Management team for Application Help at TalentResourceTeam@dowjones.com
JobReq14598"
VP - Business Operations & Insights (ABC News),Media Networks,"New York, NY",2018-11-10 17:38:00,https://www.indeed.com/viewjob?jk=595a5b8b21768f75,NaN,indeed,"Would you like to reinvent journalism? Do you want to influence stories and products seen by hundreds of millions of people around the world, and transform a newsroom operation by finding actionable insights in obscenely large data sets? Or have an idea for the next big “thing” in media?

As the Vice President of Business Operations & Insights, you’ll oversee operations, analytics, and business development for everything we do that’s “not on television” (previously referred to as Digital). Help us work smarter and faster by modernizing workflows and improving systems. Find actionable insights in large data sets for editorial and product, then see those actions through to completion. Drive growth by sourcing new revenue opportunities and managing partnerships across the entire brand portfolio (ABC News, Good Morning America, FiveThirtyEight).

As an executive, you will help each team track its progress and get better each day. Join us!
This role currently reports to the SVP of Content & PartnershipsAdditionally, it is preferred that you hold an MBA. You have a BA or BS from a four year accredited college or university.
Please apply if you have:
15+ years of experience working in media, and a majority of that experience in an operational capacity for a digital media publisher or major media platform
Direct management of at least 10+ employees
Expertise with all digital analytics tools, KPIs, and content distribution strategies
Business development or banking background, with experience managing a deals pipeline from lead to execution
Executive-level presentation and communication skills
Deep passion for creative forms of storytelling and the future of news media
A collaborative, no-drama working style, with a focus on action and results
About You
You will join an innovative and growing team that you will help scale and operate. The newsroom is a fast-paced environment, so be ready to live in a world where each day is radically different.On any one day you might:
Ensure efficiency in day-to-day business or editorial operations
Track progress against quarterly goals to help executive leadership hold teams accountable
Modernize workflows and systems by evaluating existing processes and implementing alternatives, some of which may require vetting outside vendors and technologies
Help guide the overall vision and execution of ABC News’s monetization strategy off TV
Manage the entire suite of analytics reports that feed actionable data to editorial and product teams
Collaborate with world-renowned journalists on new editorial projects and franchises
Ensure that data is kept current in all internal databases and lists (e.g. SAP, DLs)
Own a cost:benefit analysis of resourcing against income generation
Utilize data to identify areas of improvement that feed into topline KPIs
This role currently reports to the SVP of Content & Partnerships 604253"
Ad Age Data Reporter,Crain Communications,"New York, NY",2018-11-10 17:37:46,https://www.indeed.com/viewjob?jk=4fdfc2e52ab8e629,NaN,indeed,"Job Details
Description
Ad Age is looking for a full-time data journalist to expand our data-informed offerings.
Ad Age is looking for a creative individual with strong analytical skills who can help us expand and deepen our signature data offerings. The data reporter will be someone to write and help us edit articles that include statistical analysis across all our areas of coverage, including marketing, media, agencies, advertising, ad tech, mar tech. The data journalist will work with the Ad Age Datacenter team to mine proprietary data (as well as outside data) to write and edit stories built on original reporting and analysis.

This is an ideal position for a research-minded reporter who can work on both short- and long-term projects, find and develop a story in spreadsheets and tell stories through data visualizations.

Requirements

Strong organizational and communication skills with keen attention to detail and problem solving
Master’s degree in journalism OR Bachelor’s degree plus three years’ professional experience in a newsroom
Business reporting experience
Ability to find newsworthy stories in media, marketing, ROI, advertising and other sources of data
Ability to manage multiple projects at once with a variety of deadlines
Basic web development: HTML, CSS
Ability to write for a non-technical audience
Proficient in use of Excel
Online / digital portfolio is essential.


Strongly preferred

Experience with cleaning, manipulating, analyzing and displaying data
Familiarity with Nielsen, comScore and Kantar Media data
Precision and accuracy is paramount
Must be comfortable in explaining numbers simply to a sophisticated but varied business audience
Chart and graphic experience would be a plus
Strong statistical training


Brand Overview

Ad Age is a daily must-read for an influential audience of decision makers and disruptors across the marketing and media landscape. Created in 1930 to cover a burgeoning industry with objectivity, accuracy, and fairness, Ad Age continues to be powered by award-winning journalism. Today, Ad Age is a global media brand focusing on curated creativity, data and analysis, people and culture, and innovation and forecasting. From vital print editions to must-attend events and innovative platform offerings, its industry-leading offerings include the coveted A-List & Creativity Awards, the Ad Age Next Conference, and proprietary data such as the Leading National Advertisers Report from the Ad Age Datacenter.

http://adage.com/

https://twitter.com/adage

Click HERE to visit us in our New York office.

Company Overview

Crain Communications has been at the forefront of the publishing industry for more than a century. Combining information with innovation, Crain delivers the story you can’t get anywhere else. As a privately held company, we maintain a personal responsibility for elevating our work to be the best it can be. Every editor, reporter and correspondent at Crain shares the responsibility of ensuring the editorial independence and importance of our work. With an Audience First focus and uncompromising integrity, we strive to make a real impact for the individuals and industries we serve. While other media companies report the news, Crain gives it meaning. We add context to content, infuse information with insights, and initiate connections as well as conversations.

Crain Communications offers a competitive salary, a generous benefits package, profit sharing, and a friendly work environment. This is a great time to join our organization - a profitable, well established publishing leader.

@CrainComm

#CrainCareers

#MyCrainView

#CrainCares

Follow Crain on Facebook, LinkedIn, Twitter, Instagram, Glassdoor

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information."
